Collection	Sample	Species	Plant_height	Veg_height	Leaf_width	Leaf_length	Sheath_length	Leaf_roll	Leaf_dry	Internode_dist	Culm_diam	Inflor_length	Spikelet_no	Pedicel_length_epu	Glume_length_outer	Glume_length_inner	Spikelet_width	Spikelet_length	Lemma_outer_length	Lemma_inner_length	Striation_no	Lemma_tip	Hair_tuft		
1618	1	E_rupestris_tricostata	460	430	1.88	48.89	13.64	1	0	34.26	0.49	22.48	5	32.5	19	18	15	49	15	47.5	0	2	0		
1618	4	E_rupestris_tricostata	305	280	1.6	49.73	16.18	1	0	22.31	0.55	22.64	5	36	14	14	13	48	11	46.5	0	2	0		
1621	1	E_rupestris_tricostata	410	335	2	85.63	31.5	1	0	48.97	0.75	37.94	8	64	14	12	14	50	14.5	50	0	2	0		
1621	5	E_rupestris_tricostata	265	185	1.9	55.21	19.93	1	0	13.41	0.67	31.08	6	51	18.5	17	15	52	15	51.5	0	2	0		
1632	1	E_rupestris_tricostata	250	140	1.08	49.32	10.86	1	0	18.12	0.68	24.23	4	34	26	22	14	50	17	49	0	2	0		
1632	2	E_rupestris_tricostata	210	130	0.96	27.4	14.98	1	0	38.77	0.62	26.81	5	37	29	24	14	50.5	16	50	0	2	0		
1640	4	E_rupestris_tricostata	240	195	1.03	35.43	9.8	1	0	13.43	0.64	11.62	2	24.5	27.5	29	13	57	25	55.5	0	2	0		
1640	1	E_rupestris_tricostata	430	350	0.98	35.95	10.91	1	0	26.35	0.76	21.64	4	72	28	28.5	16	63	22	60	0	2	0		
1648	3	E_rupestris_tricostata	360	275	1.56	90.23	18.81	1	0	18.96	0.63	23.31	6	41	19	22	12	57	22	54	0	2	0		
1648	5	E_rupestris_tricostata	350	270	1.74	104.9	24.01	1	0	25.29	0.82	33.89	7	63	21	21	12	65.5	27	63	0	2	0		
1657	3	E_rupestris_tricostata	445	385	1.52	56.8	11.99	1	0	40.96	0.7	20.56	4	18	23	21	15	57	16.5	55.5	0	2	0		
1657	5	E_rupestris_tricostata	370	310	1.88	66.7	20.19	1	0	25.6	0.72	16.33	3	24	25	25	15	57	15	54	0	2	0		
1661	3	E_rupestris_tricostata	490	385	0.94	5.16	38.79	1	1	107.46	1	25.17	6	13	21	20	12.5	49	18	48	0	2	0		
1661	5	E_rupestris_tricostata	605	465	1.11	14.03	57.97	1	1	129.81	1.7	39.06	8	14	19	20.5	13	49	12	48	0	2	0		
1589	3	E_setacea_disticha	180	150	1.14	13.84	3.16	2	0	2.73	0.85	11.76	5	6	33.5	36	17	43	18	1	0	2	0		
1589	1	E_setacea_disticha	185	165	1.78	26.68	4.31	2	0	5.74	1.13	9.97	3	12	36	39	15	46	23	43	0	2	0		
1597	4	E_setacea_disticha	170	155	1.02	21.83	5.83	2	0	7.1	0.77	5.09	1	43.5	36	39	14	43	17.5	41	0	2	0		
1597	1	E_setacea_disticha	160	140	1.72	12.8	4.33	2	0	2.53	1.05	6.49	1	27	40	38	14	45	13.5	43	0	2	0		
1598	1	E_setacea_disticha	75	75	1.4	17.13	5.8	2	0	2.93	0.77	5.87	1	26	31	31	13.5	51.5	15	47	0	2	0		
1598	2	E_setacea_disticha	70	70	1.44	16.45	4.36	2	0	1.99	0.66	6.65	1	23	38	35	15	49	15	41.5	0	2	0		
1599	1	E_setacea_disticha	150	140	1.23	28.77	10.13	1	0	5.22	0.71	15.04	4	14.5	46	46	4	52	18	51	0	2	0		
1599	2	E_setacea_disticha	140	120	1.46	30.36	7.08	1	0	4.75	0.6	14.78	3	12	47	48	15	50	20	49	0	2	0		
1572	6	E_setacea_uniflora	805	785	1.39	48.26	23.06	0	0	37	0.37	19.25	3	13.5	53	52	15	46	22	44.5	0	2	0		
1572	3	E_setacea_uniflora	660	655	1.35	72.6	27.57	0	0	60.94	0.53	14.38	3	18	60	59	12	48	19	46	0	2	0		
1604	1	E_setacea_uniflora	460	440	0.68	34.98	17.25	0	0	76.72	0.44	10.86	2	32	52	49	10	46	18	43	0	2	0		
1604	3	E_setacea_uniflora	670	625	1.43	75	30.29	0	0	66.27	0.28	9.16	2	14	46	44	10	44	12	40	0	2	0		
1631	1	E_setacea_scabra	340	260	2.4	56.89	22.04	1	0	14.56	0.69	58.4	14	38	54	54	17	64	31	63	0	2	0		
1631	4	E_setacea_scabra	305	215	1.78	57.67	14.65	1	0	8.01	1.29	43.29	9	23	53	54	19	71	35	69	0	2	0		
1636	3	E_setacea_scabra	540	390	2.46	62.79	20.65	1	0	16.16	1.41	56.45	13	57	51	48	17	70	30	70	0	2	0		
1636	4	E_setacea_scabra	365	280	2.43	62.87	16.55	1	0	19.63	1.17	48.96	8	73	60	59.5	18	76	41	74	0	2	0		
1642	1	E_setacea_scabra	440	270	1.84	56.28	16.13	1	0	12.26	1.34	39.59	11	52	45	44	19	68	32	64.5	0	2	0		
1644	2	E_setacea_scabra	610	390	4.49	63.24	32.68	0	0	24.75	2.03	72.4	13	54	52	51	18	67	40	66	0	2	0		
1644	3	E_setacea_scabra	640	480	3.68	88.52	28.87	1	0	16.43	1.44	61.39	14	25	46	47	18.5	64	33	63.5	0	2	0		
1557	4	E_setacea_setacea	305	290	1.5	35.73	11.85	1	0	14.22	1.03	18.8	4	25	34.5	32.5	18.5	48	16	49	0	2	0		
1557	6	E_setacea_setacea	395	400	1.78	45.15	12.89	1	0	4.58	0.78	20.79	5	32	41	36	22.5	56	18	54	0	2	0	Matt	
1564	3	E_setacea_setacea	295	235	2.68	89.92	26.11	1	0	22.1	1.29	38.23	7	50	53	42	19	57	18	57	0	2	0	Matt	
1564	1	E_setacea_setacea	230	180	1.88	54.56	27.4	1	0	10.81	1.17	35.13	7	57.5	56	46	17	57	17	59	0	2	0	Matt	
1568	2	E_setacea_setacea	445	340	1.67	87.13	18.27	1	0	15.86	1.04	49.71	11	72	57	54	21	60	16	59	0	2	0	Matt	
1569	5	E_setacea_setacea	230	160	1.52	51.86	16.45	1	0	11.87	1.08	30.35	7	50	54	47	19	55	17	54.5	0	2	0	Matt	
1569	2	E_setacea_setacea	360	245	2.28	74.43	18.4	1	0	9.71	1.18	46.83	8	58	55	49	17	60	17	59	0	2	0	Matt	
1577	1	E_setacea_setacea	345	245	1.68	57.1	22.7	1	0	12.97	1.25	38.91	9	31	67	50	17	52	16	52	0	2	0		
1577	4	E_setacea_setacea	450	230	2.52	74.4	18.32	1	0	18.14	1.32	47.83	11	48	58	53	17	58	17.5	57	0	2	0	Matt	
1587	6	E_setacea_setacea	730	650	2.1	44.37	16.31	1	0	16.37	1.49	26.77	5	34	39	33.5	15	52	13	50	0	2	0	Matt	
1587	3	E_setacea_setacea	570	500	2.18	48.56	19.72	1	0	19.96	1.05	34.3	8	40.5	35	31	18	52	17	51	0	2	0	Matt	
1593	2	E_setacea_setacea	650	630	1.14	51.47	9.51	1	0	15.31	0.93	27.99	8	12.5	66	60	14	53	19	52	0	2	0	Matt	
1593	5	E_setacea_setacea	440	395	1.24	35.77	10.19	1	0	10.77	1.09	14.44	4	6	45	48	14	48	17	44.5	0	2	0	Matt	
1595	3	E_setacea_setacea	375	285	2.78	37	11.99	0	0	8.33	1.06	28.2	6	12	68.5	71	17	73	30.5	71	0	2	0	Matt	
1595	1	E_setacea_setacea	470	355	1.28	43.17	13.33	0	0	16.86	0.91	28.74	5	16.5	77	75	15	73	31	72	0	2	0	Matt	
1600	1	E_setacea_setacea	330	250	2.33	66.54	13.19	1	0	14.23	1.47	31.78	7	28	60	57	21	75	28	71.5	0	2	0	Matt	
1600	3	E_setacea_setacea	260	205	2.96	38.38	11.71	0	0	33.75	1.35	26.57	6	24	61	59	20	72	28.5	71	0	2	0	Matt	
1614	2	E_setacea_setacea	280	260	1.05	57	17.6	1	0	14.93	0.97	27.05	4	31	74	58	19	69	25	65.5	0	2	0		
1614	3	E_setacea_setacea	270	230	1.26	56.83	13.85	1	0	10.27	0.75	22.05	4	21	54	47	16	60	22	58	0	2	0		
1617	2	E_setacea_setacea	890	765	1.46	63.92	21.08	1	0	23.29	1.35	39.41	8	44	62	49	18	63	15	62	0	2	0		
1617	1	E_setacea_setacea	470	365	2.7	90.69	20.74	1	0	14.07	1.45	40.21	7	50	49.5	41	15	63	17	61	0	2	0		
1617	4	E_setacea_setacea	630	530	2.54	58.34	18.61	1	0	7.83	1.28	30.41	7	30	34	31	16	54	16	54	0	2	0		
1610	4	E_setacea_setacea	660	480	2.01	79.83	24.72	1	0	28.38	1.53	50.76	10	50	47	43	17	60	17	59	0	2	0		
1610	1	E_setacea_setacea	400	260	1.85	61.87	24.99	1	0	19.63	1.38	42.01	7	55	47	455	15.5	64	15	62.5	0	2	0		
1629	1	E_setacea_setacea	720	515	2.11	62.62	28.54	1	0	42.82	1.35	48.44	8	44	47	40	16	60	15	59	0	2	0		
1629	3	E_setacea_setacea	640	390	1.73	59.22	33.32	1	0	28.79	1.46	69.02	15	61	43	39	17	57	14	54	0	2	0		
1633	2	E_setacea_setacea	400	325	1.11	74.6	25.76	1	0	21.79	1.27	31.68	5	51	60	59	14	52.5	15	52	0	2	0		
1633	1	E_setacea_setacea	280	235	1.8	38.33	11.89	1	0	6.17	0.71	32.11	6	34	65	57									
1557	3	E_setacea_setacea	355	360	1.46	34.65	3.31	1	0	5.09	0.81	20.24	4	34	41	38	17	53	13	52	0	2	0		
1564	4	E_setacea_setacea	295	215	2.46	76.38	20.49	1	0	12.81	1.22	49.08	9	45	51	45	15	60	19	60	0	2	0		
1569	3	E_setacea_setacea	240	210	2.61	38.98	16.95	1	0	10.98	1.23	53.26	9	43	47	47.5	18	54	12.5	50	0	2	0		
1577	2	E_setacea_setacea	485	265	2.16	92.57	22.37	1	0	19.64	1.51	53.27	13	50	56	54	17	56.5	18	55	0	2	0		
1587	2	E_setacea_setacea	830	800	1.68	45.25	16.88	1	0	21.84	0.69	17.41	3	25	42	35	19	51	15	49.5	0	2	0		
1593	1	E_setacea_setacea	375	360	1.95	52.04	10.04	1	0	18.09	1	26.06	8	12	51.5	52	16	53	17	52.5	0	2	0		
1600	2	E_setacea_setacea	330	260	3.07	31.94	15.39	0	0	6.56	1.27	30.78	6	24	64.5	62	21	74	31	73	0	2	0		
1610	3	E_setacea_setacea	390	295	1.98	62.86	20.13	1	0	14.02	1.14	32.69	7	37	40.5	39	17	55	17	54	0	2	0		
1617	5	E_setacea_setacea	690	640	1.11	62.43	14.46	1	0	18.66	1.31	30.81	5	51	47.5	42	19	61	19	61	0	2	0		
1629	2	E_setacea_setacea	790	585	3.16	79.39	36.62	1	0	47.36	1.49	48.76	11	34	44	36	19	55	17	53	0	2	0		
1631	2	E_setacea_scabra	140	105	2	27.03	11.87	1	0	6.82	0.98	36.52	8	16	46	45	18	60.5	25	59.5	0	2	0		
1636	1	E_setacea_scabra	530	415	2.08	71.72	18.74	1	0	12.59	1.18	47.81	8	70	62	62	19	71.5	37	71	0	2	0		
1644	1	E_setacea_scabra	395	290	4.59	71.83	29.92	0	0	16.83	1.53	57.29	14	49	45.5	47.5	14	64	33	63.5	0	2	0		
1641		E_setacea_scabra	205	145	1.04	32.82	15.82	1	0	7.37	0.95	27.05	5	34	31	28	15	57	26	57	0	2	0		
1589	2	E_setacea_disticha	190	165	2.14	24.66	4.63	2	0	4.60	1.20	15.84	5	9.0	48.0	47.0	14.0	48.0	24.0	45.0	0	2	0		
1597	2	E_setacea_disticha	110	105	1.28	13.41	3.58	1	0	2.16	0.74	5.94	1	40.0	37.0	38.0	12.5	41.0	11.0	40.0	0	2	0		
1598	3	E_setacea_disticha	115	105	0.93	12.73	4.54	2	0	2.59	0.79	7.74	1	11.0	25.0	27.0	14.0	38.5	12.0	36.0	0	2	0		
1599	3	E_setacea_disticha	145	125	1.46	29.80	6.84	1	0	5.20	0.70	13.40	3	14.0	41.5	45.0	14.0	50.0	18.0	49.0	0	2	0		
1572	2	E_setacea_uniflora	395	360	1.51	45.23	17.57	0	0	20.95	0.46	18.28	4	16.0	47.0	45.0	12.0	41.0	15.0	38.5	0	2	0		
1604	4	E_setacea_uniflora	730	705	1.08	76.71	25.20	0	0	60.88	0.35	9.57	2	27.0	48.0	48.0	13.0	44.0	17.0	40.0	0	2	0		
1559	4	E_rupestris_rupestris	325	210	3.22	38.88	12.66	2	0	5.22	1.05	36.19	8	39.0	19.5	19.5	18.0	49.0	24.0	49.0	0	2	0		
1605	4	E_rupestris_rupestris	290	220	3.52	34.81	15.79	2	0	5.17	1.26	36.44	9	30.5	17.0	19.0	18.0	44.0	18.0	42.0	0	2	0		
1634	3	E_rupestris_rupestris	410	335	2.92	37.83	16.21	2	0	5.33	1.46	22.34	4	51.0	21.0	21.0	16.0	50.5	18.0	49.0	0	2	0		
1655	4	E_rupestris_rupestris	345	230	2.32	30.48	15.62	2	0	5.48	0.95	27.90	6	65.0	21.0	20.0	16.0	52.0	26.0	50.0	0	2	0		
1565	3	E_rupestris_dodii	275	275	1.08	44.43	20.40	1	0	47.36	0.63	12.60	3	17.0	15.0	14.0	10.0	41.5	13.0	40.0	0	2	0		
1578	1	E_rupestris_dodii	185	195	1.26	74.30	13.25	1	0	34.45	0.54	10.53	1	67.0	16.0	18.0	9.0	48.0	18.0	45.0	0	2	0		
1602	5	E_rupestris_dodii	170	165	0.84	66.06	9.73	1	0	26.10	0.50	9.10	1	52.0	15.0	14.0	11.0	49.0	17.0	48.0	0	2	0		
1616	3	E_rupestris_dodii	185	165	0.80	40.48	9.11	1	0	8.62	0.44	9.15	1	38.0	12.0	14.0	13.0	48.0	14.0	44.0	0	2	0		
1639	1	E_rupestris_dodii	240	170	1.22	35.42	11.64	1	0	35.27	0.42	13.02	2	40.0	14.0	14.0	11.0	39.0	12.0	38.0	0	2	0		
